ID	Name	Label
S1701_C01_026E	No Name	Total!!Estimate!!EMPLOYMENT STATUS!!Employed!!Female
S0701_C05_012E	No Name	Moved; from abroad!!Estimate!!SEX!!Male
S2401_C01_029E	No Name	Total!!Estimate!!Natural resources, construction, and maintenance occupations
S2403_C03_009E	No Name	Female!!Estimate!!Transportation and warehousing, and utilities
S2402_C04_026E	No Name	Median earnings (dollars)!!Estimate!!Sales and office occupations
S2503_C01_050E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!No cash rent
S0505_C04_099E	No Name	Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars)
S0502_C02_023E	No Name	Foreign born; Entered 2000 or later!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S1701_C01_027E	No Name	Total!!Estimate!!EMPLOYMENT STATUS!!Unemployed
S0701_C05_013E	No Name	Moved; from abroad!!Estimate!!SEX!!Female
S1002_C02_013E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!SEX!!Female
S0701_C05_010E	No Name	Moved; from abroad!!Estimate!!AGE!!75 years and over
S0505_C06_104E	No Name	Foreign born; Born in Western Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income
S0506_C03_086E	No Name	Foreign born; Born in Mexico!!Estimate!!INDUSTRY!!Public administration
S0502PR_C04_017E	No Name	Foreign born; Entered before 1990!!Estimate!!45 to 54 years
S1701_C01_020E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)
S0505_C04_098E	No Name	Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings
S1702_C04_023E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!1 or 2 children
S0506_C03_085E	No Name	Foreign born; Born in Mexico!!Estimate!!INDUSTRY!!Other services (except public administration)
S0701_C05_011E	No Name	Moved; from abroad!!Estimate!!Median age (years)
S0505_C06_105E	No Name	Foreign born; Born in Western Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income!!Mean cash public assistance income (dollars)
S0502PR_C04_016E	No Name	Foreign born; Entered before 1990!!Estimate!!25 to 44 years
S0505_C04_097E	No Name	Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Households
S1701_C01_021E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college, associate's degree
S1702_C04_022E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!No child
S0506_C03_084E	No Name	Foreign born; Born in Mexico!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services
S0505_C06_102E	No Name	Foreign born; Born in Western Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income
S0502PR_C04_019E	No Name	Foreign born; Entered before 1990!!Estimate!!65 to 74 years
S1701_C01_022E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher
S0505_C04_096E	No Name	Foreign born; Born in South Central Asia!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female
S2402_C04_029E	No Name	Median earnings (dollars)!!Estimate!!Natural resources, construction, and maintenance occupations
S1002_C02_010E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!Hispanic or Latino origin (of any race)
S1702_C04_021E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher
S0506_C03_083E	No Name	Foreign born; Born in Mexico!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance
S0505_C06_103E	No Name	Foreign born; Born in Western Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)
S0502PR_C04_018E	No Name	Foreign born; Entered before 1990!!Estimate!!55 to 64 years
S0505_C04_095E	No Name	Foreign born; Born in South Central Asia!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male
S1701_C01_023E	No Name	Total!!Estimate!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over
S1702_C04_020E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree
S0505_C06_108E	No Name	Foreign born; Born in Western Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Food Stamp/SNAP benefits
S0505_C04_094E	No Name	Foreign born; Born in South Central Asia!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$75,000 or more
S0505_C06_109E	No Name	Foreign born; Born in Western Asia!!Estimate!!Median Household income (dollars)
S0505_C04_093E	No Name	Foreign born; Born in South Central Asia!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$50,000 to $74,999
S0506_C03_089E	No Name	Foreign born; Born in Mexico!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$10,000 to $14,999
S0505_C06_106E	No Name	Foreign born; Born in Western Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With retirement income
S0505_C04_092E	No Name	Foreign born; Born in South Central Asia!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$35,000 to $49,999
S0506_C03_088E	No Name	Foreign born; Born in Mexico!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$1 to $9,999 or loss
S0506_C03_087E	No Name	Foreign born; Born in Mexico!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings
S0505_C06_107E	No Name	Foreign born; Born in Western Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With retirement income!!Mean retirement income (dollars)
S0505_C04_091E	No Name	Foreign born; Born in South Central Asia!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$25,000 to $34,999
S2503_C01_049E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Zero or negative income
S2401_C01_020E	No Name	Total!!Estimate!!Service occupations!!Protective service occupations
S0502PR_C04_021E	No Name	Foreign born; Entered before 1990!!Estimate!!85 years and over
S0505_C04_090E	No Name	Foreign born; Born in South Central Asia!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$15,000 to $24,999
S2503_C01_048E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!30 percent or more
S0502PR_C04_020E	No Name	Foreign born; Entered before 1990!!Estimate!!75 to 84 years
S1702_C04_029E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!7 or more people
S0502PR_C04_023E	No Name	Foreign born; Entered before 1990!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S1702_C04_028E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people
S0504_C01_099E	No Name	Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars)
S0502PR_C04_022E	No Name	Foreign born; Entered before 1990!!Estimate!!Median age (years)
S0506_C03_079E	No Name	Foreign born; Born in Mexico!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities
S0505_C06_100E	No Name	Foreign born; Born in Western Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Social Security income
S1702_C04_027E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people
S0502PR_C04_025E	No Name	Foreign born; Entered before 1990!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S0901_C01_021E	No Name	Total!!Estimate!!PRESENCE OF OTHER ADULTS!!Unmarried partner of householder present
S1702_C04_026E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF PEOPLE IN FAMILY!!2 people
S0505_C06_101E	No Name	Foreign born; Born in Western Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Social Security income!!Mean Social Security income (dollars)
S0502PR_C04_024E	No Name	Foreign born; Entered before 1990!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0901_C01_020E	No Name	Total!!Estimate!!NATIVITY!!Foreign born
S1702_C04_025E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!5 or more children
S0502PR_C04_027E	No Name	Foreign born; Entered before 1990!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian
S1702_C04_024E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF RELATED CHILDREN UNDER 18 YEARS!!3 or 4 children
S0502PR_C04_026E	No Name	Foreign born; Entered before 1990!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native
S2401_C01_028E	No Name	Total!!Estimate!!Sales and office occupations!!Office and administrative support occupations
S2403_C03_008E	No Name	Female!!Estimate!!Retail trade
S0901_C01_025E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!Enrolled in school
S1201_C06_030E	No Name	Never married!!Estimate!!LABOR FORCE PARTICIPATION!!In labor force
S2503_C01_041E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999
S2601B_C02_041E	No Name	Total group quarters population!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
S2403_C03_007E	No Name	Female!!Estimate!!Wholesale trade
S1201_C06_031E	No Name	Never married!!Estimate!!LABOR FORCE PARTICIPATION!!In labor force!!Females 16 years and over
S2401_C01_027E	No Name	Total!!Estimate!!Sales and office occupations!!Sales and related occupations
S2503_C01_040E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!30 percent or more
S0901_C01_024E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!Children 3 to 17 years in households
S2601B_C02_040E	No Name	Total group quarters population!!Estimate!!SCHOOL ENROLLMENT!!College or graduate school
S2403_C03_006E	No Name	Female!!Estimate!!Manufacturing
S2503_C01_043E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!20 to 29 percent
S1201_C06_032E	No Name	Never married!!Estimate!!LABOR FORCE PARTICIPATION!!In labor force
S2401_C01_026E	No Name	Total!!Estimate!!Sales and office occupations
S0901_C01_023E	No Name	Total!!Estimate!!DISABILITY STATUS!!With any disability
S2601B_C02_043E	No Name	Total group quarters population!!Estimate!!Bachelor's degree or higher
S1201_C06_033E	No Name	Never married!!Estimate!!PERCENT IMPUTED!!Marital status
S2401_C01_025E	No Name	Total!!Estimate!!Service occupations!!Personal care and service occupations
S2503_C01_042E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!Less than 20 percent
S0901_C01_022E	No Name	Total!!Estimate!!DISABILITY STATUS!!Civilian children under 18 years in households
S2601B_C02_042E	No Name	Total group quarters population!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate or higher
S2403_C03_005E	No Name	Female!!Estimate!!Construction
S2503_C01_045E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more
S2401_C01_024E	No Name	Total!!Estimate!!Service occupations!!Building and grounds cleaning and maintenance occupations
S2402_C04_031E	No Name	Median earnings (dollars)!!Estimate!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations
S0901_C01_029E	No Name	Total!!Estimate!!MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FAMILIES WITH OWN CHILDREN!!Median income (dollars)
S0502_C02_016E	No Name	Foreign born; Entered 2000 or later!!Estimate!!25 to 44 years
S1002_C02_008E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race
S2601B_C02_045E	No Name	Total group quarters population!!Estimate!!VETERAN STATUS!!Civilian veteran
S2403_C03_004E	No Name	Female!!Estimate!!Agriculture, forestry, fishing and hunting, and mining!!Mining, quarrying, and oil and gas extraction
COUNTY	No Name	County (FIPS)
S2503_C01_044E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!30 percent or more
S0901_C01_028E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!Not enrolled in school
S2401_C01_023E	No Name	Total!!Estimate!!Service occupations!!Food preparation and serving related occupations
S2402_C04_032E	No Name	Median earnings (dollars)!!Estimate!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations
S0502_C02_017E	No Name	Foreign born; Entered 2000 or later!!Estimate!!45 to 54 years
S1002_C02_007E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander
S2601B_C02_044E	No Name	Total group quarters population!!Estimate!!VETERAN STATUS!!Civilian population 18 years and over
S2403_C03_003E	No Name	Female!!Estimate!!Agriculture, forestry, fishing and hunting, and mining!!Agriculture, forestry, fishing and hunting
S2503_C01_047E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!20 to 29 percent
S0901_C01_027E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!Enrolled in school!!Private
S2401_C01_022E	No Name	Total!!Estimate!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors
S0502_C02_018E	No Name	Foreign born; Entered 2000 or later!!Estimate!!55 to 64 years
S2403_C03_002E	No Name	Female!!Estimate!!Agriculture, forestry, fishing and hunting, and mining
S0701_C05_008E	No Name	Moved; from abroad!!Estimate!!AGE!!55 to 64 years
S2601B_C02_047E	No Name	Total group quarters population!!Estimate!!DISABILITY STATUS!!With a disability
S2402_C04_030E	No Name	Median earnings (dollars)!!Estimate!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations
S2503_C01_046E	No Name	Occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!Less than 20 percent
S2401_C01_021E	No Name	Total!!Estimate!!Service occupations!!Protective service occupations!!Fire fighting and prevention, and other protective service workers including supervisors
S0901_C01_026E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!Enrolled in school!!Public
S0502_C02_019E	No Name	Foreign born; Entered 2000 or later!!Estimate!!65 to 74 years
S0701_C05_009E	No Name	Moved; from abroad!!Estimate!!AGE!!65 to 74 years
S1002_C02_009E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2403_C03_001E	No Name	Female!!Estimate!!Civilian employed population 16 years and over
S2601B_C02_046E	No Name	Total group quarters population!!Estimate!!DISABILITY STATUS!!Total population
S2601B_C02_038E	No Name	Total group quarters population!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
S2402_C04_035E	No Name	Median earnings (dollars)!!Estimate!!Production, transportation, and material moving occupations!!Transportation occupations
S0502_C02_012E	No Name	Foreign born; Entered 2000 or later!!Estimate!!SEX AND AGE!!Female
S0506_C03_090E	No Name	Foreign born; Born in Mexico!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$15,000 to $24,999
S1002_C02_004E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S1701_C01_016E	No Name	Total!!Estimate!!Hispanic or Latino origin (of any race)
S0701_C05_006E	No Name	Moved; from abroad!!Estimate!!AGE!!35 to 44 years
S2601B_C02_037E	No Name	Total group quarters population!!Estimate!!MARITAL STATUS!!Never married
S2402_C04_036E	No Name	Median earnings (dollars)!!Estimate!!Production, transportation, and material moving occupations!!Material moving occupations
S1701_C01_017E	No Name	Total!!Estimate!!White alone, not Hispanic or Latino
S0502_C02_013E	No Name	Foreign born; Entered 2000 or later!!Estimate!!Under 5 years
S1002_C02_003E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0701_C05_007E	No Name	Moved; from abroad!!Estimate!!AGE!!45 to 54 years
S2601B_C02_036E	No Name	Total group quarters population!!Estimate!!MARITAL STATUS!!Separated
S1701_C01_018E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
S0502_C02_014E	No Name	Foreign born; Entered 2000 or later!!Estimate!!5 to 17 years
S2402_C04_033E	No Name	Median earnings (dollars)!!Estimate!!Production, transportation, and material moving occupations
S1002_C02_006E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian
S0701_C05_004E	No Name	Moved; from abroad!!Estimate!!AGE!!18 to 24 years
S2601B_C02_039E	No Name	Total group quarters population!!Estimate!!SCHOOL ENROLLMENT!!Nursery school through 12th grade
S1701_C01_019E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate
S0502_C02_015E	No Name	Foreign born; Entered 2000 or later!!Estimate!!18 to 24 years
S2402_C04_034E	No Name	Median earnings (dollars)!!Estimate!!Production, transportation, and material moving occupations!!Production occupations
S1002_C02_005E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native
S0701_C05_005E	No Name	Moved; from abroad!!Estimate!!AGE!!25 to 34 years
S0506_C03_094E	No Name	Foreign born; Born in Mexico!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$75,000 or more
S0504_C01_090E	No Name	Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$15,000 to $24,999
S1701_C01_012E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian
S0701_C05_002E	No Name	Moved; from abroad!!Estimate!!AGE!!1 to 4 years
S2401_C01_019E	No Name	Total!!Estimate!!Service occupations!!Healthcare support occupations
S0506_C03_093E	No Name	Foreign born; Born in Mexico!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$50,000 to $74,999
S0505_C04_089E	No Name	Foreign born; Born in South Central Asia!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$10,000 to $14,999
S1701_C01_013E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander
S0701_C05_003E	No Name	Moved; from abroad!!Estimate!!AGE!!5 to 17 years
S2401_C01_018E	No Name	Total!!Estimate!!Service occupations
S0506_C03_092E	No Name	Foreign born; Born in Mexico!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$35,000 to $49,999
S0502_C02_010E	No Name	Foreign born; Entered 2000 or later!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America
S0505_C04_088E	No Name	Foreign born; Born in South Central Asia!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$1 to $9,999 or loss
S1701_C01_014E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race
S1002_C02_002E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S2401_C01_017E	No Name	Total!!Estimate!!Management, business, science, and arts occupations!!Healthcare practitioner and technical occupations!!Health technologists and technicians
S0506_C03_091E	No Name	Foreign born; Born in Mexico!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$25,000 to $34,999
S0502_C02_011E	No Name	Foreign born; Entered 2000 or later!!Estimate!!SEX AND AGE!!Male
S2402_C04_038E	No Name	Median earnings (dollars)!!Estimate!!PERCENT IMPUTED!!Occupation
S0505_C04_087E	No Name	Foreign born; Born in South Central Asia!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings
S1701_C01_015E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S0701_C05_001E	No Name	Moved; from abroad!!Estimate!!Population 1 year and over
S1002_C02_001E	No Name	Percent distribution of grandparents responsible for grandchildren!!Total!!Estimate!!Living with own grandchildren under 18 years
S1702_C04_035E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!PERCENT IMPUTED!!Poverty status for families
S0504_C01_094E	No Name	Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$75,000 or more
S0506_C03_098E	No Name	Foreign born; Born in Mexico!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings
S0505_C06_116E	No Name	Foreign born; Born in Western Asia!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children under 18 years
S0502PR_C04_005E	No Name	Foreign born; Entered before 1990!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe
S0505_C04_086E	No Name	Foreign born; Born in South Central Asia!!Estimate!!INDUSTRY!!Public administration
S0504_C01_093E	No Name	Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$50,000 to $74,999
S0506_C03_097E	No Name	Foreign born; Born in Mexico!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Households
S0505_C06_117E	No Name	Foreign born; Born in Western Asia!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children under 18 years!!With related children under 5 years only
S0502PR_C04_004E	No Name	Foreign born; Entered before 1990!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea
S0505_C04_085E	No Name	Foreign born; Born in South Central Asia!!Estimate!!INDUSTRY!!Other services (except public administration)
S1702_C04_034E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!INCOME DEFICIT!!Mean income deficit for families (dollars)
S0504_C01_092E	No Name	Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$35,000 to $49,999
S0505_C06_114E	No Name	Foreign born; Born in Western Asia!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above 200 percent of the poverty level
S0506_C03_096E	No Name	Foreign born; Born in Mexico!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female
S0502PR_C04_007E	No Name	Foreign born; Entered before 1990!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa
S0505_C04_084E	No Name	Foreign born; Born in South Central Asia!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services
S1701_C01_010E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S1702_C04_033E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!3 or more workers
S0504_C01_091E	No Name	Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$25,000 to $34,999
S0506_C03_095E	No Name	Foreign born; Born in Mexico!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male
S0505_C06_115E	No Name	Foreign born; Born in Western Asia!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families
S0502PR_C04_006E	No Name	Foreign born; Entered before 1990!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia
S1701_C01_011E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native
S0505_C04_083E	No Name	Foreign born; Born in South Central Asia!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance
S1702_C04_032E	No Name	Married-couple families!!Percent below poverty level!!Estimate!!NUMBER OF WORKERS IN FAMILY!!2 workers
S0502PR_C04_009E	No Name	Foreign born; Entered before 1990!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America
S0504_C01_098E	No Name	Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings
